Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13
com.samsung.shealth.exercise.recovery_heart_rate;6285005;2;;;;;;;;;;
create_sh_ver;start_time;modify_sh_ver;update_time;create_time;time_offset;deviceuuid;exercise_id;pkg_name;end_time;datauuid;heart_rate;
;2022-10-24 01:00:22.045;;2022-10-24 01:02:22.191;2022-10-24 01:02:22.191;UTC-0300;5DkUXOKlpz;0b267edd-f2d0-48a8-9810-26878ffe4f7d;com.sec.android.app.shealth;2022-10-24 01:02:22.045;7aed48aa-69b8-449a-83f7-048612984002;7aed48aa-69b8-449a-83f7-048612984002.heart_rate.json;
;2022-10-24 12:56:00.898;;2022-10-24 12:58:01.189;2022-10-24 12:58:01.189;UTC-0300;5DkUXOKlpz;264e11c4-9d3f-4d71-a134-1eef42de2d51;com.sec.android.app.shealth;2022-10-24 12:58:00.898;22dd0d2a-c5a7-4334-bd2d-3b609124dd07;22dd0d2a-c5a7-4334-bd2d-3b609124dd07.heart_rate.json;
;2022-10-25 12:55:02.476;;2022-10-25 12:57:02.610;2022-10-25 12:57:02.610;UTC-0300;5DkUXOKlpz;a1e374e6-7c59-4e71-a7bc-f5826e3b24ba;com.sec.android.app.shealth;2022-10-25 12:57:02.476;b90a0e38-881d-484d-982e-f8fb0ed0e3e1;b90a0e38-881d-484d-982e-f8fb0ed0e3e1.heart_rate.json;
;2022-10-27 22:36:57.109;;2022-10-27 22:38:57.220;2022-10-27 22:38:57.220;UTC-0300;5DkUXOKlpz;3a051c94-d650-45c7-9e71-b5d500c3fd38;com.sec.android.app.shealth;2022-10-27 22:38:57.109;ac4a95c4-0369-4686-9712-93131872b6eb;ac4a95c4-0369-4686-9712-93131872b6eb.heart_rate.json;
;2022-10-31 12:58:56.718;;2022-10-31 13:00:57.242;2022-10-31 13:00:57.242;UTC-0300;5DkUXOKlpz;1b133234-17bc-44c5-b134-5317c024b5c8;com.sec.android.app.shealth;2022-10-31 13:00:56.718;d10aecaa-eaa0-4718-a0f2-1b542c479c23;d10aecaa-eaa0-4718-a0f2-1b542c479c23.heart_rate.json;
;2022-11-04 13:01:02.666;;2022-11-04 13:09:00.297;2022-11-04 13:09:00.297;UTC-0300;5DkUXOKlpz;19fb5e2c-bbf6-498b-9258-eac63bc3925b;com.sec.android.app.shealth;2022-11-04 13:03:02.666;be5e0703-a983-44ec-ab2f-1b061f50a6ca;be5e0703-a983-44ec-ab2f-1b061f50a6ca.heart_rate.json;
;2022-11-07 12:53:02.369;;2022-11-07 12:55:02.492;2022-11-07 12:55:02.492;UTC-0300;5DkUXOKlpz;51fb09ad-0ab7-4144-a0d7-347abd65839a;com.sec.android.app.shealth;2022-11-07 12:55:02.369;dabdc97a-d9b7-4aa1-9dd2-91ecfefdfb67;dabdc97a-d9b7-4aa1-9dd2-91ecfefdfb67.heart_rate.json;
;2022-11-10 12:52:52.159;;2022-11-10 12:54:52.241;2022-11-10 12:54:52.241;UTC-0300;5DkUXOKlpz;7a459635-a6f0-42ee-bd08-5279f6977b1d;com.sec.android.app.shealth;2022-11-10 12:54:52.159;c200fe21-3954-46b5-bdd9-5db3e978a11b;c200fe21-3954-46b5-bdd9-5db3e978a11b.heart_rate.json;
